Year,State,Auto,Business,Debt,Home,Medical,Other/NA,Personal,Student,Taxes,Vacation,Wedding,FIPS
2010,IN,5750.0,101500.0,340924.0,84100.0,0.0,67600.0,0.0,5600.0,0.0,0.0,0.0,US18
2010,KS,9199.0,20550.0,125900.0,24800.0,0.0,27800.0,0.0,8000.0,0.0,0.0,0.0,US20
2010,KY,20100.0,7950.0,110884.0,37000.0,0.0,37500.0,0.0,0.0,0.0,0.0,0.0,US21
2010,LA,16000.0,5000.0,143650.0,14500.0,0.0,65225.0,0.0,1750.0,0.0,0.0,0.0,US22
2010,MA,0.0,73400.0,371750.0,24500.0,0.0,125465.0,0.0,16500.0,0.0,0.0,0.0,US25
2010,MD,48300.0,122801.0,377651.0,94500.0,0.0,156100.0,0.0,32300.0,0.0,0.0,0.0,US24
2010,MI,41100.0,126020.0,342475.0,84500.0,0.0,153800.0,0.0,38100.0,0.0,0.0,0.0,US26
2010,MN,24650.0,24200.0,291000.0,39250.0,0.0,99050.0,0.0,13200.0,0.0,0.0,0.0,US27
2010,MO,37500.0,119500.0,321772.0,91957.0,0.0,91650.0,0.0,8000.0,0.0,0.0,0.0,US29
2010,MS,13500.0,18000.0,88350.0,0.0,0.0,61250.0,0.0,0.0,0.0,0.0,0.0,US28
2010,MT,2500.0,9550.0,30700.0,2500.0,0.0,4000.0,0.0,2000.0,0.0,0.0,0.0,US30
2010,NC,43650.0,98005.0,529651.0,84899.0,0.0,194225.0,0.0,14060.0,0.0,0.0,0.0,US37
2010,NE,2000.0,1000.0,81450.0,26300.0,0.0,15000.0,0.0,2000.0,0.0,0.0,0.0,US31
2010,NH,0.0,5000.0,51750.0,8500.0,0.0,18650.0,0.0,4000.0,0.0,0.0,0.0,US33
2010,NJ,73000.0,66150.0,416223.0,43700.0,0.0,153200.0,0.0,15500.0,0.0,0.0,0.0,US34
2010,NM,4750.0,22500.0,37600.0,25000.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,US35
2010,NV,5600.0,23300.0,158000.0,5600.0,0.0,68285.0,0.0,3000.0,0.0,0.0,0.0,US32
2010,NY,50500.0,166280.0,847849.0,213250.0,0.0,317798.0,0.0,51180.0,0.0,0.0,0.0,US36
2010,OH,14000.0,104350.0,556585.0,138525.0,0.0,150728.0,0.0,15100.0,0.0,0.0,0.0,US39
2010,OK,15500.0,19375.0,133875.0,18750.0,0.0,45250.0,0.0,0.0,0.0,0.0,0.0,US40
2010,OR,17450.0,69500.0,234450.0,30800.0,0.0,76100.0,0.0,2000.0,0.0,0.0,0.0,US41
2010,PA,10500.0,42866.0,376360.0,72500.0,0.0,123809.0,0.0,20325.0,0.0,0.0,0.0,US42
2010,RI,0.0,10000.0,81500.0,1500.0,0.0,28500.0,0.0,0.0,0.0,0.0,0.0,US44
2010,SC,34800.0,49500.0,171483.0,41000.0,0.0,81300.0,0.0,1000.0,0.0,0.0,0.0,US45
2010,SD,0.0,20000.0,6000.0,4500.0,0.0,21000.0,0.0,0.0,0.0,0.0,0.0,US46
2010,TN,5400.0,64700.0,371085.0,70400.0,0.0,91200.0,0.0,8000.0,0.0,0.0,0.0,US47
2010,TX,46200.0,179949.0,825903.0,246515.0,0.0,300740.0,0.0,39250.0,0.0,0.0,0.0,US48
2010,UT,1000.0,69800.0,109650.0,29650.0,0.0,42100.0,0.0,5500.0,0.0,0.0,0.0,US49
2010,VA,18000.0,153616.0,586940.0,151399.0,0.0,202436.0,0.0,5200.0,0.0,0.0,0.0,US51
2010,VT,0.0,1000.0,22600.0,0.0,0.0,4500.0,0.0,0.0,0.0,0.0,0.0,US50
2010,WA,17600.0,90000.0,361250.0,42250.0,0.0,177080.0,0.0,11800.0,0.0,0.0,0.0,US53
2010,WI,6000.0,52750.0,203450.0,55200.0,0.0,71650.0,0.0,4500.0,0.0,0.0,0.0,US55
2010,WV,0.0,3500.0,20000.0,25000.0,0.0,15700.0,0.0,0.0,0.0,0.0,0.0,US54
2010,WY,0.0,6100.0,16500.0,0.0,0.0,8050.0,0.0,0.0,0.0,0.0,0.0,US56
2011,AK,6000.0,17500.0,82000.0,32500.0,0.0,32700.0,0.0,0.0,0.0,0.0,0.0,US02
2011,AL,44200.0,96470.0,466419.0,110784.0,0.0,214363.0,0.0,0.0,0.0,0.0,0.0,US01
2011,AR,6500.0,53800.0,291020.0,50000.0,0.0,158695.0,0.0,0.0,0.0,0.0,0.0,US05
2011,AZ,60560.0,62200.0,414368.0,106000.0,7000.0,207067.0,0.0,0.0,0.0,0.0,0.0,US04
2011,CA,421858.0,1233303.0,4595792.0,911801.0,3000.0,1942217.0,0.0,0.0,0.0,0.0,0.0,US06
2011,CO,88700.0,166200.0,909821.0,104300.0,0.0,290348.0,0.0,0.0,0.0,0.0,0.0,US08
2011,CT,36000.0,102876.0,639567.0,154600.0,2000.0,301086.0,0.0,0.0,0.0,0.0,0.0,US09
